v00ac	Myoviridae,Bacillota_A,Peptoniphilus_A harei_A, Peptoniphilus_A lacrimalis, Peptoniphilus_A vaginalis
v00ad	Unclassified,Bacillota_C,Dialister sp900541485
v00ae	Siphoviridae,Actinomycetota,Fannyhessea massiliensis, Fannyhessea vaginae
v00af	Unclassified,Actinomycetota, Bacillota_A, Bacillota_C, Bacteroidota,Amygdalobacter indicium, Corynebacterium sp001815985, Dialister micraerophilus, Dialister sp001553355, KA00274_sp902373515, Megasphaera hutchinsoni, Prevotella disiens, UBA629_sp005465875
v00b0	Siphoviridae,Bacillota,Aerococcus christensenii
v00b1	Myoviridae,Bacillota_A,Peptoniphilus_A harei_A, Peptoniphilus_A lacrimalis, Peptoniphilus_A vaginalis
v00b2	Siphoviridae,Actinomycetota,Mobiluncus curtisii, Mobiluncus mulieris, Mobiluncus unknown
v00b3	Siphoviridae,Bacillota_A,Peptostreptococcus anaerobius, Peptostreptococcus sp000758885, Peptostreptococcus stomatis
v00b4	Siphoviridae,Bacillota,Streptococcus anginosus
v00b5	Siphoviridae,Bacillota_A,Peptostreptococcus anaerobius
v00b6	Unclassified,Actinomycetota,Bifidobacterium piotii, Bifidobacterium swidsinskii, Bifidobacterium unknown, Bifidobacterium vaginale, Bifidobacterium vaginale_A, Bifidobacterium vaginale_C, Bifidobacterium vaginale_H
v00b7	Siphoviridae,Bacillota,Lactobacillus crispatus
v00b8	Unclassified,Actinomycetota,Bifidobacterium leopoldii, Bifidobacterium piotii, Bifidobacterium swidsinskii, Bifidobacterium unknown, Bifidobacterium vaginale, Bifidobacterium vaginale_A, Bifidobacterium vaginale_C, Bifidobacterium vaginale_F, Bifidobacterium vaginale_H
v00b9	Unclassified,Bacteroidota,Prevotella timonensis_A, Prevotella unknown
v00ba	Siphoviridae,Bacillota,Lactobacillus crispatus, Lactobacillus ultunensis
v00bb	Siphoviridae,-,-
v00bc	Rountreeviridae,Bacillota,Lactobacillus crispatus, Lactobacillus jensenii
v00bd	Unclassified,Actinomycetota, Bacteroidota,Bifidobacterium leopoldii, Bifidobacterium piotii, Bifidobacterium swidsinskii, Bifidobacterium unknown, Bifidobacterium vaginale, Bifidobacterium vaginale_A, Bifidobacterium vaginale_C, Bifidobacterium vaginale_F, Bifidobacterium vaginale_H, Prevotella timonensis_A
v00be	Siphoviridae,Bacillota,Lactobacillus crispatus, Lactobacillus iners, Lactobacillus mulieris
v00bf	Unclassified,Actinomycetota,Bifidobacterium leopoldii, Bifidobacterium piotii, Bifidobacterium sp003585735, Bifidobacterium swidsinskii, Bifidobacterium unknown, Bifidobacterium vaginale, Bifidobacterium vaginale_A, Bifidobacterium vaginale_B, Bifidobacterium vaginale_C, Bifidobacterium vaginale_D, Bifidobacterium vaginale_F, Bifidobacterium vaginale_H
v00c0	Siphoviridae,Bacillota,Lactobacillus crispatus, Lactobacillus gasseri
v00c1	Siphoviridae,Bacillota,Lactobacillus gasseri, Lactobacillus paragasseri
v00c2	Myoviridae,Bacillota,Lactobacillus crispatus
v00c3	Myoviridae,Bacillota,Lactobacillus crispatus
v00c4	Myoviridae,Bacillota,Lactobacillus crispatus, Lactobacillus mulieris
v00c5	Myoviridae,Bacillota,Lactobacillus crispatus
v00c6	Siphoviridae,Actinomycetota, Bacillota, Bacillota_A,Berryella sp001552935, Bifidobacterium leopoldii, Bifidobacterium piotii, Bifidobacterium swidsinskii, Bifidobacterium unknown, Bifidobacterium vaginale, Bifidobacterium vaginale_A, Bifidobacterium vaginale_C, Bifidobacterium vaginale_F, Bifidobacterium vaginale_H, Fannyhessea massiliensis, Fannyhessea vaginae, Lactobacillus iners, UBA629_sp005465875
v00c7	Unclassified,-,-
v00c8	Rountreeviridae,Bacillota,Lactobacillus crispatus
v00c9	Siphoviridae,Bacillota,Aerococcus christensenii
v00ca	Rountreeviridae,Bacillota,Lactobacillus crispatus
v00cb	Siphoviridae,-,-
v00cc	Rountreeviridae,-,-
v00cd	Siphoviridae,Bacillota,Lactobacillus crispatus
v00ce	Siphoviridae,Actinomycetota, Bacteroidota,Bifidobacterium leopoldii, Bifidobacterium piotii, Bifidobacterium sp003585735, Bifidobacterium swidsinskii, Bifidobacterium unknown, Bifidobacterium vaginale, Bifidobacterium vaginale_A, Bifidobacterium vaginale_B, Bifidobacterium vaginale_C, Bifidobacterium vaginale_D, Bifidobacterium vaginale_F, Bifidobacterium vaginale_H, Nanchangia sp900545825, Prevotella timonensis_A
v00cf	Siphoviridae,Bacillota,Streptococcus anginosus
v00d0	Siphoviridae,Actinomycetota,Bifidobacterium leopoldii, Bifidobacterium swidsinskii, Bifidobacterium unknown, Bifidobacterium vaginale_C
v00d1	Siphoviridae,Bacillota, Bacteroidota,Prevotella bivia, Streptococcus agalactiae, Streptococcus anginosus, Streptococcus anginosus_C, Streptococcus pasteurianus
v00d2	Unclassified,Actinomycetota, Bacteroidota,Bifidobacterium piotii, Bifidobacterium swidsinskii, Bifidobacterium unknown, Bifidobacterium vaginale, Bifidobacterium vaginale_A, Bifidobacterium vaginale_B, Bifidobacterium vaginale_C, Prevotella timonensis_A
v00d3	Unclassified,Actinomycetota,Bifidobacterium leopoldii, Bifidobacterium piotii, Bifidobacterium swidsinskii, Bifidobacterium vaginale, Bifidobacterium vaginale_A, Bifidobacterium vaginale_C, Bifidobacterium vaginale_D, Bifidobacterium vaginale_H
v00d4	Siphoviridae,Actinomycetota, Bacillota, Bacillota_A,Berryella sp001552935, Bifidobacterium piotii, Bifidobacterium swidsinskii, Bifidobacterium unknown, Bifidobacterium vaginale, Bifidobacterium vaginale_A, Bifidobacterium vaginale_C, Bifidobacterium vaginale_F, Bifidobacterium vaginale_H, Fannyhessea vaginae, Lactobacillus iners, UBA629_sp005465875
v00d5	Unclassified,Actinomycetota,Bifidobacterium vaginale_C
v00d6	Siphoviridae,Actinomycetota, Bacillota, Bacillota_A,Berryella sp001552935, Bifidobacterium piotii, Bifidobacterium swidsinskii, Bifidobacterium unknown, Bifidobacterium vaginale, Bifidobacterium vaginale_A, Bifidobacterium vaginale_C, Bifidobacterium vaginale_F, Bifidobacterium vaginale_H, Bulleidia unknown, Fannyhessea massiliensis, Fannyhessea vaginae, Lactobacillus iners, UBA629_sp005465875
v00d7	Siphoviridae,Actinomycetota,Bifidobacterium vaginale
v00d8	Unclassified,Patescibacteria,Nanoperiomorbus sp004136275, Nanoperiomorbus unknown
v00d9	Unclassified,Actinomycetota,Berryella sp001552935, Berryella unknown
v00da	Siphoviridae,Actinomycetota, Bacillota, Bacillota_A, Bacillota_C,Berryella sp001552935, Bifidobacterium piotii, Bifidobacterium swidsinskii, Bifidobacterium unknown, Bifidobacterium vaginale, Bifidobacterium vaginale_A, Bifidobacterium vaginale_C, Bifidobacterium vaginale_H, Fannyhessea massiliensis, Fannyhessea vaginae, Lactobacillus iners, Megasphaera lornae, UBA629_sp005465875
v00db	Unclassified,Actinomycetota,Bifidobacterium breve, Bifidobacterium longum
v00dc	Siphoviridae,Actinomycetota,Fannyhessea unknown
v00dd	Unclassified,Bacillota_C,Megasphaera lornae
v00de	Siphoviridae,Actinomycetota, Bacteroidota, Fusobacteriota,Berryella sp001552935, Fannyhessea massiliensis, Fannyhessea unknown, Fannyhessea vaginae, Prevotella amnii, Prevotella timonensis_A, Sneathia vaginalis
v00df	Siphoviridae,Actinomycetota, Bacteroidota,Berryella sp001552935, Fannyhessea massiliensis, Fannyhessea unknown, Fannyhessea vaginae, Prevotella timonensis_A
v00e0	Unclassified,Actinomycetota, Bacteroidota,Bifidobacterium piotii, Bifidobacterium swidsinskii, Bifidobacterium unknown, Bifidobacterium vaginale, Bifidobacterium vaginale_A, Bifidobacterium vaginale_C, Bifidobacterium vaginale_F, Bifidobacterium vaginale_H, Prevotella timonensis_A
v00e1	Unclassified,Bacillota_C,Megasphaera lornae
v00e2	Unclassified,Bacteroidota,Prevotella colorans, Prevotella sp000479005, Prevotella sp000758925, Prevotella timonensis_A, Prevotella unknown
v00e3	Unclassified,Actinomycetota,Bifidobacterium breve, Bifidobacterium longum
v00e4	Papillomaviridae,Eukaryote,Eukaryote
v00e5	Siphoviridae,Actinomycetota, Bacillota, Bacillota_A,Aerococcus christensenii, Bifidobacterium leopoldii, Bifidobacterium piotii, Bifidobacterium swidsinskii, Bifidobacterium unknown, Bifidobacterium vaginale, Bifidobacterium vaginale_A, Bifidobacterium vaginale_C, Bifidobacterium vaginale_F, Bifidobacterium vaginale_H, Fannyhessea massiliensis, Fannyhessea unknown, Fannyhessea vaginae, Lactobacillus iners, UBA629_sp005465875
v00e6	Siphoviridae,Bacillota,Lactobacillus crispatus, Lactobacillus iners, Lactobacillus jensenii
v00e7	Siphoviridae,-,-
v00e8	Siphoviridae,-,-
v00e9	Siphoviridae,-,-
v00ea	Siphoviridae,Actinomycetota,Lawsonella sp018376445
v00eb	Papillomaviridae,Eukaryote,Eukaryote
v00ec	Unclassified,Bacteroidota,Prevotella amnii, Prevotella sp000758925, Prevotella timonensis_A
v00ed	Unclassified,Bacteroidota,Prevotella bivia
v00ee	Siphoviridae,-,-
v00ef	Unclassified,-,-
v00f0	Myoviridae,Pseudomonadota,Escherichia coli, Klebsiella michiganensis
v00f1	Siphoviridae,Pseudomonadota,Proteus mirabilis
v00f2	Siphoviridae,Bacteroidota,Odoribacter splanchnicus
v00f3	Myoviridae,-,-
v00f4	Papillomaviridae,Eukaryote,Eukaryote
v00f5	Retroviridae,Eukaryote,Eukaryote
v00f6	Siphoviridae,Actinomycetota,Bifidobacterium piotii, Bifidobacterium swidsinskii, Bifidobacterium vaginale, Bifidobacterium vaginale_A, Bifidobacterium vaginale_D, Mobiluncus curtisii, Mobiluncus mulieris, Propionimicrobium lymphophilum, Vaginimicrobium propionicum
v00f7	Siphoviridae,Actinomycetota, Bacteroidota,Berryella sp001552935, Berryella unknown, Fannyhessea vaginae, Prevotella disiens
v00f8	Siphoviridae,Actinomycetota,Berryella sp001552935, Fannyhessea massiliensis, Fannyhessea unknown, Fannyhessea vaginae
v00f9	Unclassified,Actinomycetota,Bifidobacterium piotii, Bifidobacterium swidsinskii, Bifidobacterium unknown, Bifidobacterium vaginale, Bifidobacterium vaginale_A, Bifidobacterium vaginale_C, Bifidobacterium vaginale_F, Bifidobacterium vaginale_H
v00fa	Siphoviridae,Bacillota_A,Anaerococcus murdochii, Anaerococcus tetradius, Anaerococcus unknown
v00fb	Siphoviridae,Actinomycetota,Pauljensenia turicensis
v00fc	Siphoviridae,Actinomycetota,Actinomyces urogenitalis
v00fd	Myoviridae,Bacillota,Lactobacillus gasseri, Lactobacillus iners, Lactobacillus paragasseri
v00fe	Papillomaviridae,Eukaryote,Eukaryote
v00ff	Papillomaviridae,Eukaryote,Eukaryote
v0100	Siphoviridae,Bacillota,Gemella haemolysans_B, Lactobacillus jensenii
v0101	Papillomaviridae,Eukaryote,Eukaryote
v0102	Siphoviridae,Actinomycetota,Bifidobacterium breve
v0103	Unclassified,Bacteroidota,Prevotella timonensis_A, Prevotella unknown
v0104	Papillomaviridae,Eukaryote,Eukaryote
v0105	Papillomaviridae,Eukaryote,Eukaryote
v0106	Autographiviridae,Bacillota_C,Dialister sp001553355, Dialister sp900541485
v0107	Unclassified,Bacillota_C,Dialister sp900541485
v0108	Papillomaviridae,Eukaryote,Eukaryote
v0109	Myoviridae,Fusobacteriota,Sneathia sanguinegens, Sneathia unknown
v010a	Myoviridae,Bacillota,Lactobacillus crispatus, Lactobacillus mulieris
v010b	Unclassified,Bacteroidota,Prevotella amnii, Prevotella disiens, Prevotella sp000479005, Prevotella sp000758925, Prevotella timonensis_A
v010c	Myoviridae,Bacillota_A,Peptoniphilus_C coxii, Peptoniphilus_C unknown
v010d	Podoviridae,Bacillota_A,Finegoldia magna_H, Peptoniphilus_A harei_A
v010e	Siphoviridae,-,-
v010f	Siphoviridae,Bacillota_A,Finegoldia magna_F, Finegoldia magna_H, Finegoldia unknown
v0110	Siphoviridae,Actinomycetota,Corynebacterium riegelii, Corynebacterium tuscaniense
v0111	Siphoviridae,Bacillota_A,Ezakiella massiliensis
v0112	Siphoviridae,Bacillota_A,Peptoniphilus_C coxii, Peptoniphilus_C unknown
v0113	Unclassified,Bacillota_A,Finegoldia magna_H, Finegoldia unknown
v0114	Unclassified,Actinomycetota, Bacteroidota,Berryella sp001552935, Berryella unknown, Fannyhessea vaginae, Prevotella disiens
